장소명,lat,lon,힐링스팟자치구,대표자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,장소_해결태그,힐링점수,평균힐링점수,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
난지한강공원 제1야구장,37.5677131542482,126.874945599037,강서구,강서구,"스포츠,레저 > 야구 > 야구장","스포츠,레저",,,02-3780-0833,http://place.map.kakao.com/1841077698,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
난지한강공원 조각공원,37.5659699536858,126.87949419183,강서구,강서구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/17558238,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
난지한강공원 테니스장,37.5613216471747,126.887647400618,마포구,마포구,"스포츠,레저 > 테니스 > 테니스장","스포츠,레저",,,,http://place.map.kakao.com/1440663577,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
난지한강공원 풋살장,37.564788654295,126.881179191731,마포구,마포구,"스포츠,레저 > 축구 > 풋살장","스포츠,레저",,,,http://place.map.kakao.com/1431939184,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
난지한강공원생태습지원,37.572216,126.8681577,마포구,마포구,자연공원>부속시설,자연공원,서울특별시 마포구,,,,네이버,환경,생태공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
남산공원,37.5510509,126.9925089,중구,중구,"여행,명소>도시,테마공원","여행,명소",서울특별시 중구 삼일대로 231 남산제1별관,,,http://parks.seoul.go.kr/namsan,네이버,안전|환경|교통,야경|산책로,100.0,93.0,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
남산공원 한남유아숲체험장,37.5421513804842,126.997487997669,용산구,용산구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",,,,http://place.map.kakao.com/1112067609,카카오,환경,서울숲,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
남산자락숲길,37.5528799,127.01582,중구,중구,"여행,명소>산책로","여행,명소",서울특별시 중구 신당동 산34-133,,,,네이버,환경|교통|소음,산책코스|숲길,100.0,99.0,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
남산자락숲길2구간,37.5480749,127.0107125,성동구,성동구,"여행,명소>도보코스","여행,명소",서울특별시 성동구 옥수동 428-6,,,,네이버,환경|교통|소음,산책로|산책코스,100.0,99.0,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
남산자락숲길3구간,37.5496168,127.0028128,용산구,용산구,"여행,명소>도보코스","여행,명소",서울특별시 용산구 한남동 산9-1,,,,네이버,환경|교통|소음,산책로|산책코스,100.0,99.0,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
노을공원,37.5746111,126.8748643,마포구,마포구,"여행,명소>도시,테마공원","여행,명소",서울특별시 마포구 하늘공원로 108-2,,,http://parks.seoul.go.kr/template/sub/worldcuppark.do,네이버,안전|환경|교통,야경|산책로,100.0,93.0,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
달마을근린공원 산책길,37.53637663743479,126.87175296368947,강서구,강서구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563563,카카오,환경|교통,산책 공원|산책하기 좋은 곳,100.0,99.0,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도시의작은숲,37.5018341,127.0676889,강남구,강남구,"레져,체육시설>공원","레져,체육시설",서울특별시 강남구 대치동,,,,네이버,환경|교통,도시숲,100.0,100.0,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
독서당공원벚꽃산책로,37.5509202,127.0288697,성동구,성동구,"도시,테마공원>부속시설","도시,테마공원",서울특별시 성동구,,,,네이버,환경,산책로,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
동작노을카페,37.5060008,126.9800347,동작구,동작구,"음식점>카페,디저트",음식점,서울특별시 동작구 동작대로 335,서울특별시 동작구 동작동 316-3,,https://youtube.com/@Goo_mong?si=x_7Q5sxFGIpYnk4O,네이버,교통,한강공원,100.0,100.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|한강,True,2
둘리유아숲체험장,37.6525476,127.030072,도봉구,도봉구,"여행,명소>근린공원","여행,명소",,,,http://cafe.naver.com/choansanforest,네이버,환경,숲,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
뚝섬 한강공원 수영장,37.5296569,127.0670699,광진구,광진구,"스포츠,오락>수영장","스포츠,오락",,,,,네이버,환경,공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬 한강공원 수영장,37.5296696982394,127.067111322349,광진구,광진구,"스포츠,레저 > 수영,수상 > 수영장","스포츠,레저",,,02-452-5955,http://place.map.kakao.com/17788399,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬유수지체육공원 정수식물원,37.5491362479083,127.040404008064,성동구,성동구,"여행 > 관광,명소 > 수목원,식물원",여행,서울 성동구 서울숲길 25,,,http://place.map.kakao.com/27587169,카카오,환경,식물원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
뚝섬한강공원,37.5294517,127.0706769,광진구,광진구,"여행,명소>시민공원","여행,명소",서울특별시 광진구 자양동 704-1,,,http://hangang.seoul.go.kr/archives/46661,네이버,환경|교통,공원,100.0,99.0,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 X게임장,37.52972833888912,127.07158584307416,광진구,광진구,"스포츠,레저 > 스케이트 > 스케이트장","스포츠,레저",,,02-3780-0521,http://place.map.kakao.com/17556256,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 농구장,37.52781485946362,127.07692382478604,광진구,광진구,"스포츠,레저 > 농구 > 농구장","스포츠,레저",,,,http://place.map.kakao.com/17557400,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 눈썰매장,37.5299711,127.0668739,광진구,광진구,"레저,테마","레저,테마",,,,https://hangang.seoul.go.kr/www/contents/757.do?mid=506,네이버,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 눈썰매장,37.52999235289054,127.06694190913146,광진구,광진구,"스포츠,레저 > 스포츠시설 > 눈썰매장","스포츠,레저",,,02-452-5955,http://place.map.kakao.com/468812452,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 능소화군락지,37.5342356224589,127.055648544864,동대문구,동대문구,"여행 > 관광,명소 > 생태보존,서식지",여행,,,,http://place.map.kakao.com/1268329835,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 배드민턴장,37.52779382154668,127.07740574354516,광진구,광진구,"스포츠,레저 > 스포츠시설","스포츠,레저",,,,http://place.map.kakao.com/17555818,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 벽천인공암벽장,37.5321842692958,127.062407027134,광진구,광진구,"스포츠,레저 > 스포츠시설","스포츠,레저",,,02-3780-0521,http://place.map.kakao.com/7892448,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 아리랑하우스,37.52843581673038,127.06782973969445,광진구,광진구,음식점 > 양식,음식점,,,02-447-5555,http://place.map.kakao.com/7989878,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 안내센터,37.52958592509661,127.07314695962803,광진구,광진구,"여행 > 관광,명소 > 관광안내소",여행,,,02-3780-0521,http://place.map.kakao.com/18080538,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 자연학습장,37.527738275121806,127.07552657264472,강남구,강남구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",,,,http://place.map.kakao.com/17557136,카카오,환경,자연 공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 축구장1,37.5280242726795,127.076336885325,광진구,광진구,"스포츠,레저 > 축구 > 축구장","스포츠,레저",,,02-3780-0521,http://place.map.kakao.com/11586006,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 축구장2,37.5283491856651,127.075477410341,광진구,광진구,"스포츠,레저 > 축구 > 축구장","스포츠,레저",,,02-3780-0521,http://place.map.kakao.com/25888468,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 테니스장,37.5272988961268,127.077824947382,광진구,광진구,"스포츠,레저 > 테니스 > 테니스장","스포츠,레저",,,,http://place.map.kakao.com/11584333,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강공원 폐쇄형습지,37.5324377880003,127.060017751885,동대문구,동대문구,"여행 > 관광,명소 > 생태보존,서식지",여행,,,,http://place.map.kakao.com/17555819,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
뚝섬한강텐트대여 영텐트 뚝섬점,37.5330444,127.0678448,광진구,광진구,"임대,대여>오락,레저용품","임대,대여",서울특별시 광진구 능동로 18 이튼타워리버 3차 1층 119호,,,https://booking.naver.com/booking/6/bizes/266325,네이버,환경,공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
마루공원산책로,37.4968338,127.0812313,강남구,강남구,"도시,테마공원>부속시설","도시,테마공원",,,,,네이버,환경,산책로,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
마을숲공원,37.49346654954768,126.9586173284513,동작구,동작구,여행 > 공원,여행,,,,http://place.map.kakao.com/15152190,카카오,환경,서울숲,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
마포새빛문화숲,37.54482305296317,126.9190472773646,마포구,마포구,여행 > 공원 > 도시근린공원,여행,서울 마포구 토정로 56,,,http://place.map.kakao.com/1500934361,카카오,환경,공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
망원한강공원,37.5517245459018,126.900027640945,마포구,마포구,여행 > 공원 > 도시근린공원,여행,서울 마포구 마포나루길 467,,02-3780-0601,http://place.map.kakao.com/8126939,카카오,환경,공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
망원한강공원 농구장2,37.5510081343994,126.900956563986,마포구,마포구,"스포츠,레저 > 농구 > 농구장","스포츠,레저",서울 마포구 마포나루길 407,,,http://place.map.kakao.com/27602124,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
망원한강공원 수영장 (휴장중),37.5568747367992,126.892935976473,마포구,마포구,"스포츠,레저 > 수영,수상 > 수영장","스포츠,레저",,,02-3780-0844,http://place.map.kakao.com/2108062828,카카오,환경,한강공원,100.0,100.0,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
