장소_해결태그,장소명,lat,lon,힐링스팟자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
조용한 카페,스타벅스 영등포역점,37.51702,126.909191,영등포구,"카페,디저트>카페","카페,디저트",서울특별시 영등포구 경인로 870 (영등포동1가),서울특별시 영등포구 영등포동1가 143-3,,http://www.starbucks.co.kr/,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
한강공원,애슐리퀸즈 여의도 한강공원점,37.5257718,126.9384091,영등포구,음식점>패밀리레스토랑,음식점,서울특별시 영등포구 여의동로 290 2층 애슐리퀸즈,,070-8858-5460,http://myashley.co.kr/,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
감성카페,컴포즈커피 서울역부양빌딩점,37.55378996848452,126.972321804859,용산구,음식점 > 카페 > 커피전문점 > 컴포즈커피,음식점,서울 용산구 한강대로 397,,010-2521-7387,http://place.map.kakao.com/1837882426,카카오,소음,,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,역|한강,True,2
공원,한강대교 주민쉼터,37.522804116633,126.96111927074,용산구,여행 > 공원,여행,서울특별시 용산구 한강대로44길 6 1F GODEAT,,02-3780-0849,http://place.map.kakao.com/57448298,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강|쉼터,True,3
공원|산책하기 좋은 곳,매봉산공원,37.54319720826527,127.00782805173829,용산구,여행 > 공원 > 도시근린공원,여행,서울 용산구 서빙고로 137,,02-792-5661,http://place.map.kakao.com/27361502,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,북카페라온아토,37.5280773220605,126.96904256115,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 한강대로38길 28,,02-2199-8743,http://place.map.kakao.com/1192483838,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|한강,True,2
도시숲,한남유아숲체험원,37.5420412,126.9973918,용산구,"여행,명소>도시,테마공원","여행,명소",서울특별시 용산구 이태원동 258-373,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
박물관|복합문화공간,용산역사박물관,37.525661743005074,126.9658024323378,용산구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 용산구 한강대로14길 35-29,,02-2199-4620,http://place.map.kakao.com/1197228828,카카오,소음|안전,,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,역|한강,True,2
산책로,용산가족공원,37.5225273,126.9840027,용산구,"여행,명소>근린공원","여행,명소",서울특별시 용산구 서빙고로 137 국립중앙박물관,,,https://www.hyochangpark.com/,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로|산책코스,남산자락숲길3구간,37.5496168,127.0028128,용산구,"여행,명소>도보코스","여행,명소",서울특별시 용산구 한남동 산9-1,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
산책하기 좋은 곳,남산공원남측순환도로,37.5469985957571,126.993341631205,용산구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/2089365219,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
서울숲,남산공원 한남유아숲체험장,37.5421513804842,126.997487997669,용산구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",서울 용산구 한강대로23길 55,,02-749-4500,http://place.map.kakao.com/1112067609,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
숲,용산구_1711-03서울유아숲체험장,37.545534,126.9622304,용산구,"여행,명소>관람,체험","여행,명소",서울특별시 용산구 효창원로 177-18 효창공원,,,http://dotorisup.com/,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
야경|산책로,N서울타워,37.5512168,126.9882475,용산구,"여행,명소>전망대","여행,명소",서울특별시 용산구 남산공원길 105,,,https://www.nseoultower.co.kr/,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
전시회,대원뮤지엄,37.5295809,126.9635884,용산구,"문화,예술>전시관","문화,예술",서울특별시 용산구 한강대로23길 55 아이파크몰 테마파크 6층 팝콘D스퀘어 내,,,http://popcond.com/shop/list.php?ca_id=3010,네이버,소음,,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,한강,True,1
정원,용산어린이정원,37.5273707,126.9727248,용산구,"여행,명소>근린공원","여행,명소",서울특별시 용산구 한강대로38길 21,,,https://youtube.com/@yongsanchildrengarden,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강|정원,True,3
조용한,폰트 용산점,37.5257906,126.9628565,용산구,"카페,디저트>카페","카페,디저트",서울특별시 용산구 한강대로15길 19-16 1층,,02-798-9008,http://www.pontcoffee.com,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페|한강,True,2
한강공원,고봉당 용산점,37.5329114,126.9719162,용산구,음식점>한식,음식점,서울특별시 용산구 한강대로54길 3 1층,,,http://hangang.seoul.go.kr/archives/46695,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
힐링,미스터힐링 숙대입구역점,37.5439154,126.9726352,용산구,힐링카페,힐링카페,서울특별시 용산구 한강대로 286-2 3층,,,,네이버,소음,,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,역|한강,True,2
힐링카페,미스터힐링 숙대입구역점,37.5439105903375,126.972629847077,용산구,음식점 > 카페 > 테마카페,음식점,서울 용산구 한강대로 286-2,,02-3785-1109,http://place.map.kakao.com/799400942,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,역|한강,True,2
공원,금암문화공원,37.6443278330138,126.918014820671,은평구,여행 > 공원 > 도시근린공원,여행,서울 은평구 갈현로14길 32,,02-350-1395,http://place.map.kakao.com/13595469,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,증산체육공원,37.5841267083672,126.902864559382,은평구,여행 > 공원 > 도시근린공원,여행,서울 은평구 증산로5길 35-27,,,http://place.map.kakao.com/17385122,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,내를건너서숲으로도서관,37.5916962,126.9080482,은평구,"교육,학문>군구립도서관","교육,학문",서울특별시 은평구 증산로17길 50,,02-351-5238,https://blog.naver.com/naesuplib,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
도서관|서울숲,구립 내를건너서숲으로도서관,37.59164512011434,126.90802704867764,은평구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 은평구 증산로17길 50,,02-307-6701,http://place.map.kakao.com/1754782885,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
복합문화공간,나무가모인숲,37.6301404375169,126.919929089839,은평구,"문화,예술 > 공연,연극","문화,예술",서울 은평구 통일로 972,,02-355-3633,http://place.map.kakao.com/238072970,카카오,안전,,환경|안전,환경+안전 취약형,숲,True,1
북카페,천주교연신내성당북카페,37.6271801045102,126.928845293998,은평구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 은평구 연서로43길 6,,02-353-6307,http://place.map.kakao.com/2104658890,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
산책로,은평한옥마을,37.6413181,126.9393075,은평구,"여행,명소>체험마을","여행,명소",서울특별시 은평구 연서로50길 7-10,,,https://eptour.kr,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책로|산책코스,북한산둘레길10구간(내시묘역길),37.6527209,126.9435749,은평구,"여행,명소>도보코스","여행,명소",서울특별시 은평구 진관동 298-14,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|역,True,2
산책하기 좋은 곳,진관공원나들길,37.63932932444087,126.92939567905056,은평구,"여행 > 관광,명소 > 도보여행",여행,,,02-900-8085,http://place.map.kakao.com/26563578,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
생태공원,북한산생태공원,37.6113154,126.940025,은평구,"여행,명소>자연,생태공원","여행,명소",서울특별시 은평구 통일로 1079-26,,,http://place.map.kakao.com/18204078,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,불광3동마을숲,37.6246578218329,126.923840802696,은평구,여행 > 공원 > 도시근린공원,여행,서울 은평구 은평터널로 66,,02-304-8684,http://place.map.kakao.com/1354566294,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
숲,북한산큰숲 제빵소,37.6547768,126.9390047,은평구,"카페,디저트>베이커리","카페,디저트",서울특별시 은평구 북한산로 271-3 북한산 큰 숲 제빵소,,,https://www.instagram.com/bhsforest_bakery,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,은평춘당,37.5933586,126.9144224,은평구,"레져,체육시설>공원","레져,체육시설",서울특별시 은평구 증산로 410,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
식물원,동산꽃맞이공원 식용식물원,37.6433487,126.8816085,은평구,자연공원>부속시설,자연공원,,,,,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,공원,True,1
자연 공원,은평구자연학습장,37.6039812749796,126.928541245612,은평구,여행 > 공원,여행,서울 은평구 은평로21길 54,,02-358-2421,http://place.map.kakao.com/26260831,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
조용한,YM COFFEE PROJECT 연신내,37.619145,126.9176137,은평구,"카페,디저트>카페","카페,디저트",서울특별시 은평구 연서로29길 21-8 1층,,,http://www.instagram.com/ymcoffeeproject,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
조용한 카페,스타벅스 더북한산점,37.6554576,126.9475563,은평구,"카페,디저트>카페","카페,디저트",서울특별시 은평구 대서문길 24-11 (진관동),서울특별시 은평구 진관동 277-11,,http://www.starbucks.co.kr/,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
한강,CU 은평증산로점,37.5894466,126.9117897,은평구,"생활,편의>편의점","생활,편의",서울특별시 은평구 증산로 367-20 1층,,,https://cu.bgfretail.com/,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
공원,세종문화회관 예술의정원,37.5722227441159,126.97520381645698,종로구,여행 > 공원 > 도시근린공원,여행,서울 종로구 세종대로 175,,02-399-1114,http://place.map.kakao.com/11571758,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
공원|산책하기 좋은 곳,낙산공원,37.58056966858,127.007521763748,종로구,여행 > 공원 > 도시근린공원,여행,서울 종로구 낙산길 41,,02-743-7985,http://place.map.kakao.com/8253524,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
공원|조용한 카페,스타벅스 마로니에공원점,37.5815087,127.0023113,종로구,"카페,디저트>카페","카페,디저트",서울특별시 종로구 대학로 116 1-2층 (동숭동),,,http://www.starbucks.co.kr/,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|조용한 카페,True,2
도서관,청운효자동북카페,37.5841377841518,126.970595338694,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 자하문로 92,,02-2148-5020,http://place.map.kakao.com/21812214,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
도서관|서울숲,삼청공원숲속도서관,37.58856603956408,126.9840015215778,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 북촌로 134-3,,02-734-3900,http://place.map.kakao.com/23815933,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲|도서관,True,3
도시숲,중학천 도시숲 공원,37.5720274,126.9788661,종로구,장소대여>공유누리 개방자원,장소대여,"서울특별시 종로구 종로3길 33 (청진동) 주변 사유지, 공유지",,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
북카페|서울숲,더숲초소책방,37.58594883643918,126.96426791974277,종로구,음식점 > 카페 > 테마카페 > 북카페,음식점,서울 종로구 인왕산로 172,,02-735-0206,http://place.map.kakao.com/1693563906,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
산책로|수목원,창경궁,37.5794951,126.994142,종로구,"여행,명소>궁궐","여행,명소",서울특별시 종로구 창경궁로 185 창경궁,,,https://royal.khs.go.kr/cgg,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책코스,서울한양도성길,37.5946967,126.9832193,종로구,"여행,명소>산책로","여행,명소",서울특별시 종로구 삼청로11길 40,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책하기 좋은 곳,경복궁 향원정,37.5823588516287,126.977044712438,종로구,"여행 > 관광,명소 > 문화유적",여행,서울 종로구 사직로 161,,02-730-9924,http://place.map.kakao.com/8610929,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
생태공원,사단법인 사람숲,37.5708585,126.9798224,종로구,"사회,복지>시민단체","사회,복지",서울특별시 종로구 종로 19,,,http://www.saramforest.org/,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲|사람,True,3
서울숲,음악의숲,37.57956986936079,126.97109186227657,종로구,음식점 > 카페 > 테마카페,음식점,서울 종로구 자하문로 39,,070-8654-2254,http://place.map.kakao.com/13603100,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲,금선사 템플스테이,37.6204454,126.9533973,종로구,"여행,명소>템플스테이","여행,명소",서울특별시 종로구 비봉길 137,,,https://geumsunsa.templestay.com,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲|북카페,더숲 초소책방,37.5859414,126.964205,종로구,"카페,디저트>카페","카페,디저트",서울특별시 종로구 인왕산로 172,,,https://deosup.com/42,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,청계천이보이는쉼터,37.5694807,126.9802979,종로구,"레져,체육시설>공원","레져,체육시설",서울특별시 종로구 계동2길 11-9,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
야경|공원,낙산공원,37.5804769,127.0075869,종로구,"여행,명소>근린공원","여행,명소",서울특별시 종로구 낙산길 41,,,,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
조용한 카페,도토리가든 안국점,37.5780996,126.9862903,종로구,"음식점>카페,디저트",음식점,서울특별시 종로구 계동길 19-8 1층,서울특별시 종로구 재동 84-45 1층,02-6465-8826,https://www.instagram.com/dotori__seoul,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
한강,한강아트컴퍼니,37.5876852,126.9993776,종로구,"문화,예술>극단","문화,예술",서울특별시 종로구 혜화로9길 7 나온씨어터 3층,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
공원,서울역 옥상정원,37.5559950992877,126.970219344698,중구,여행 > 공원,여행,서울 중구 한강대로 405,,02-2233-3131,http://place.map.kakao.com/1645114728,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강|정원,True,3
공원|산책하기 좋은 곳,남산골공원,37.5581890143754,126.993752601703,중구,여행 > 공원 > 도시근린공원,여행,서울 중구 퇴계로36가길 50-8,,,http://place.map.kakao.com/17385360,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
공원|조용한,티프 동대문,37.5642474,127.004429,중구,"음식점>카페,디저트",음식점,서울특별시 중구 퇴계로53길 6-17 지하1층,서울특별시 중구 쌍림동 22-16 지하1층,,https://www.instagram.com/official_tifff,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,공원,True,1
녹지,훈련원공원,37.5675245,127.0038187,중구,"여행,명소>도시,테마공원","여행,명소",서울특별시 중구 을지로 227 훈련원공원,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
도서관,손기정문화도서관,37.5559135,126.9645362,중구,"교육,학문>도서관","교육,학문",서울특별시 중구 손기정로 101-3 손기정공원,,02-2230-2950,https://www.junggulib.or.kr,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
따릉이,동대문역사문화공원역5번출구자전거대여소,37.5642637,127.0064707,중구,"임대,대여>자전거","임대,대여",서울특별시 중구 광희동1가,서울특별시 중구 광희동1가,1599-0120,http://place.map.kakao.com/1632024955,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|역|자전거,True,3
박물관|복합문화공간|산책하기 좋은 곳,서소문성지역사박물관,37.56064139539789,126.969644798536,중구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 중구 칠패로 5,,02-3147-2401,http://place.map.kakao.com/198489475,카카오,소음|안전|교통,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|역,True,2
산,목멱산방 남산타워점,37.5553582,126.9853285,중구,음식점>한식,음식점,서울특별시 중구 남산공원길 627,,,http://instagram.com/m_horaeng,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
산책로,덕수궁돌담길,37.5667016,126.9753127,중구,지역명소>도보코스,지역명소,서울특별시 중구 세종대로19길 24 영국대사관,,,https://parks.seoul.go.kr/template/sub/seoullo7017.do,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|역,True,2
산책코스|숲길,남산자락숲길,37.5528799,127.01582,중구,"여행,명소>산책로","여행,명소",서울특별시 중구 신당동 산34-133,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
산책하기 좋은 곳,문화의벽,37.5698117432161,127.008263241554,중구,"여행 > 관광,명소 > 도보여행",여행,서울 중구 세종대로 지하 101,,02-751-0734,http://place.map.kakao.com/8346665,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울숲|산책하기 좋은 곳,서울숲남산나들길,37.55163583803815,127.017427809616,중구|성동구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563607,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
숲,음악의 숲 LP시대,37.5553614,127.0106832,중구,테마카페,테마카페,서울특별시 중구 동호로 192,,,https://www.instagram.com/soopmama,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲|숲길,남산소나무힐링숲,37.5513497,126.9964417,중구,"여행,명소>숲,숲길","여행,명소",서울특별시 중구 장충동2가 산14-21,,,,네이버,환경|교통,환경취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
숲길,남산북측숲길,37.5551314,126.9881089,중구,"여행,명소>숲,숲길","여행,명소",서울특별시 중구 남산공원길 609,서울특별시 중구 예장동 산5-6,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|숲,True,2
쉼터,중구청광장,37.5635807,126.9980473,중구,"레져,체육시설>공원","레져,체육시설",서울특별시 중구 을지로32길 33,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
야경|산책로,남산공원,37.5510509,126.9925089,중구,"여행,명소>도시,테마공원","여행,명소",서울특별시 중구 삼일대로 231 남산제1별관,,,http://parks.seoul.go.kr/namsan,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
한강공원|따릉이,용산공원갤러리앞자전거대여소,37.5393347,126.973181,중구|용산구,"임대,대여>자전거","임대,대여",서울특별시 용산구 한강로1가,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|한강|자전거,True,3
감성카페,디저트39 양원역점,37.60677629396187,127.10601205754776,중랑구,음식점 > 카페 > 테마카페 > 디저트카페 > 디저트39,음식점,서울 중랑구 양원역로 72,,02-432-3839,http://place.map.kakao.com/27809045,카카오,소음,,소음|교통,소음+교통 취약형,역,True,1
공원,중랑캠핑숲,37.606400138876566,127.1094577352086,중랑구,여행 > 공원,여행,서울 중랑구 송림길 160,,02-435-7168,http://place.map.kakao.com/19837212,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,망우저류조공원,37.5994741359099,127.111482510007,중랑구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/287880080,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,양원숲속도서관,37.6068593340187,127.110755133814,중랑구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 중랑구 송림길 172,,02-432-0710,http://place.map.kakao.com/23885881,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
둘레길,서울둘레길인증스탬프(신내어울공원),37.6151329,127.095948,중랑구,"여행,명소>거리,골목","여행,명소",서울특별시 중랑구 신내동,서울특별시 중랑구 신내동,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원,True,1
따릉이,면목4치안센터 대여소,37.57402824293976,127.08054397224775,중랑구,"스포츠,레저 > 자전거,싸이클 > 자전거대여소","스포츠,레저",서울 중랑구 동일로 476,서울특별시 중랑구 면목동,,http://place.map.kakao.com/441009123,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,자전거,True,1
복합문화공간,중화마중마을활력소,37.598132388066055,127.07665531206186,중랑구,"문화,예술 > 문화시설","문화,예술",서울 중랑구 중랑역로 47,,02-432-5020,http://place.map.kakao.com/1476078710,카카오,안전,,안전|교통,안전+교통 취약형,역,True,1
북카페,놀숲 사가정역점,37.582147245236,127.089117337019,중랑구,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲","가정,생활",서울 중랑구 면목로48길 8,,02-432-6613,http://place.map.kakao.com/1597762535,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲|역,True,2
사람,카인드짐 헬스&amp;PT 망우점,37.5979516,127.0940062,중랑구,스포츠시설>헬스장,스포츠시설,서울특별시 중랑구 용마산로115길 108 이안빌딩 지하1층 카인드짐,,,https://pf.kakao.com/_exlCVM,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,사람,True,1
산,망우 역사 문화공원,37.5988163,127.1144128,중랑구,"여행,명소>테마공원","여행,명소",서울특별시 중랑구 망우로91길 2,,,http://manguripark.or.kr/,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
산책로|산책코스,경기옛길,37.6001535,127.1131921,중랑구,"여행,명소>산책로","여행,명소",서울특별시 중랑구 망우로91길 2 중랑 망우공간,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책하기 좋은 곳,망우산숲나들길,37.591193744838776,127.10986232829474,중랑구,"여행 > 관광,명소 > 도보여행",여행,서울 중랑구 망우로70길 118,,031-550-2241,http://place.map.kakao.com/26563601,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
생태공원,중랑캠핑숲생태학습존,37.6043566,127.1138588,중랑구,자연공원>부속시설,자연공원,서울특별시 중랑구 송림길 172,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
수변공원,장안2수변공원,37.5750519,127.0777422,중랑구,"여행,명소>도시,테마공원","여행,명소",서울특별시 중랑구 중랑천서자전거길 688,서울특별시 중랑구 면목동 727-24,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|자전거,True,2
쉼터,망우리공원,37.6016685,127.1112178,중랑구,"레져,체육시설>공원","레져,체육시설",서울특별시 중랑구 용마산로112나길 69,,,https://www.instagram.com/yong_ma118,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
조용한 카페,스타벅스 중랑역점,37.5932795,127.0746115,중랑구,"카페,디저트>카페","카페,디저트",서울특별시 중랑구 망우로30길 3 (상봉동),서울특별시 중랑구 상봉동 130-3,02-434-0107,http://www.starbucks.co.kr/,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
